index1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_p,g1_p,g2_p,g3_p,absences_m,g1_m,g2_m,g3_m
838,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,0.0,0.0,0.0,0.0,40.0,13.0,11.0,11.0
839,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
840,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,0.0,0.0,0.0,0.0,9.0,9.0,10.0,9.0
841,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,4,2,5,5,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0
842,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,4,4,3,3,5,0.0,0.0,0.0,0.0,2.0,11.0,11.0,11.0
843,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,2,2,1,2,5,0.0,0.0,0.0,0.0,23.0,13.0,13.0,13.0
844,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,0.0,0.0,0.0,0.0,3.0,11.0,11.0,11.0
845,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,0.0,0.0,0.0,0.0,7.0,10.0,9.0,9.0
846,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,0.0,0.0,0.0,0.0,4.0,14.0,14.0,14.0
847,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,5,5,2,4,5,0.0,0.0,0.0,0.0,2.0,9.0,8.0,8.0
848,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,no,no,5,4,3,1,2,5,0.0,0.0,0.0,0.0,12.0,14.0,13.0,13.0
849,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,3,2,2,3,2,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0
850,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,3,2,3,2,0.0,0.0,0.0,0.0,4.0,9.0,10.0,10.0
851,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,4,3,4,1,3,3,0.0,0.0,0.0,0.0,4.0,11.0,12.0,11.0
852,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
853,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0
854,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,5,4,5,2,3,5,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0
855,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0.0,0.0,0.0,0.0,0.0,13.0,15.0,15.0
856,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,yes,yes,no,2,5,5,5,5,5,0.0,0.0,0.0,0.0,10.0,11.0,13.0,13.0
857,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,no,5,4,4,3,3,2,0.0,0.0,0.0,0.0,8.0,8.0,7.0,8.0
858,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,4,5,4,2,3,3,0.0,0.0,0.0,0.0,2.0,13.0,13.0,13.0
859,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,no,yes,yes,4,3,3,2,3,3,0.0,0.0,0.0,0.0,7.0,8.0,7.0,8.0
860,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0.0,0.0,0.0,0.0,4.0,13.0,11.0,11.0
861,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
862,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,4,4,3,2,3,5,0.0,0.0,0.0,0.0,2.0,13.0,12.0,12.0
863,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,16.0,15.0,15.0
864,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,4,2,2,2,2,5,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
865,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,5,2,1,1,2,1,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0
866,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,5,2,3,1,2,4,0.0,0.0,0.0,0.0,0.0,11.0,10.0,10.0
867,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,yes,yes,yes,3,2,2,4,2,5,0.0,0.0,0.0,0.0,10.0,14.0,12.0,11.0
868,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,no,yes,3,2,2,1,1,3,0.0,0.0,0.0,0.0,4.0,7.0,7.0,9.0
869,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,0.0,0.0,0.0,0.0,3.0,14.0,12.0,12.0
870,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,yes,yes,yes,5,4,3,1,1,3,0.0,0.0,0.0,0.0,4.0,15.0,14.0,15.0
871,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,0.0,0.0,0.0,0.0,4.0,8.0,9.0,10.0
872,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,4,1,3,1,2,1,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0
873,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,5,4,2,3,1,0.0,0.0,0.0,0.0,17.0,10.0,10.0,10.0
874,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,2,0.0,0.0,0.0,0.0,4.0,15.0,14.0,14.0
875,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,no,no,5,3,3,1,3,4,0.0,0.0,0.0,0.0,2.0,10.0,9.0,10.0
876,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,0.0,0.0,0.0,0.0,7.0,6.0,5.0,6.0
877,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,7.0,9.0,8.0
878,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,no,no,1,1,1,1,1,5,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0
879,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,no,no,5,5,4,4,5,4,0.0,0.0,0.0,0.0,11.0,9.0,9.0,9.0
880,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,yes,no,no,5,5,3,3,3,3,0.0,0.0,0.0,0.0,3.0,10.0,8.0,7.0
881,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,no,3,2,3,3,3,5,0.0,0.0,0.0,0.0,5.0,8.0,9.0,9.0
